pair,amount,volume,side,timestamp,user_id
BNBNGN,132621.9,0.12405699,sell,2024-12-03T02:06:55.206536Z,971-1501-1521-1971-153
BNBNGN,11993.74,0.0100509,buy,2024-12-11T07:46:32.727408Z,511-1501-1521-1971-1101
BNBNGN,3135.35,0.00299893,sell,2024-12-02T10:54:49.647699Z,481-1501-1521-1571-1100
BNBNGN,1439.47,0.00116837,sell,2024-12-04T12:25:32.014924Z,551-1541-1521-1571-1100
BNBNGN,3339.66,0.00324221,sell,2024-12-06T13:35:32.731389Z,551-1501-1521-1561-154
BNBNGN,171387.33,0.15709508,sell,2024-12-03T18:11:27.501886Z,521-1991-1521-1571-157
BNBNGN,50032.8,0.04587479,sell,2024-12-10T13:44:34.28672Z,521-1991-1521-1571-157
BNBNGN,42180.91,0.03929095,sell,2024-11-28T16:24:51.312106Z,551-1491-1521-1981-155
BNBNGN,42267.01,0.03929759,sell,2024-11-28T16:43:47.203919Z,551-1491-1521-1981-155
BNBNGN,11543.63,0.01070483,sell,2024-11-30T19:21:52.206322Z,561-1981-1521-1571-198
BNBNGN,227599.01,0.20725447,sell,2024-12-07T07:33:37.458746Z,991-11011-1521-1561-157
BNBNGN,398.96,0.00038696,sell,2024-12-06T13:42:19.163765Z,531-1981-1521-1971-153
BNBNGN,193178.38,0.17432857,sell,2024-12-09T12:04:55.998517Z,531-1521-1521-1561-148
BNBNGN,14812.59,0.0135445,sell,2024-12-07T07:57:45.666144Z,531-1521-1521-1561-148
BNBNGN,5239.04,0.00458544,sell,2024-12-05T05:45:06.50881Z,1001-1981-1521-1981-199
BNBNGN,6995.06,0.00605664,buy,2024-11-28T16:43:45.291693Z,531-11001-1521-1571-156
BNBNGN,361.99,0.00031398,sell,2024-12-05T04:39:35.444123Z,541-1531-1521-1571-1100
BNBNGN,6082.25,0.00749971,sell,2025-03-11T14:37:49.704162Z,511-1491-1521-1971-156
BNBNGN,99463.43,0.09204387,sell,2024-11-29T11:28:11.5162Z,1011-1531-1521-1571-148
BNBNGN,2124.35,0.00195734,sell,2024-11-29T12:16:42.497361Z,1011-1541-1521-1571-198
BNBNGN,42367.7,0.037,sell,2024-12-08T17:50:02.794393Z,521-1481-1521-1571-1102
BNBNGN,107592.83,0.0954025,sell,2024-12-05T18:04:12.528522Z,531-11021-1521-1561-198
BNBNGN,67092.54,0.06282897,sell,2024-11-27T21:11:56.907093Z,991-1971-1521-1971-149
BNBNGN,59974.33,0.05419769,sell,2024-12-09T12:00:40.892349Z,481-1491-1521-1561-198
BNBNGN,60017.17,0.05437775,sell,2024-12-09T12:03:59.181115Z,481-1491-1521-1561-198
BNBNGN,10000,0.01132833,buy,2025-03-11T17:43:32.718186Z,971-1491-1521-1571-1102
BNBNGN,1447.86,0.00141,sell,2024-12-06T12:58:46.398561Z,491-1481-1521-1571-197
BNBNGN,399999.99,0.34695996,buy,2024-11-28T16:24:33.187645Z,541-1561-1521-1571-155
BNBNGN,791573.44,0.59858178,buy,2024-12-04T12:41:31.577597Z,971-1541-1521-1561-149
BNBNGN,9364.17,0.00758178,sell,2024-12-04T12:46:07.770986Z,971-1541-1521-1561-149
BNBNGN,15512.88,0.014,buy,2024-12-06T13:08:36.361631Z,551-1491-1521-1561-157
BNBNGN,13279.41,0.012874,sell,2024-12-06T13:42:55.365627Z,551-1491-1521-1561-157
BNBNGN,1920.33,0.0015468,sell,2024-12-04T12:03:47.052762Z,511-1491-1521-1981-152
BNBNGN,2145.47,0.00198751,sell,2024-11-29T11:28:58.28315Z,531-11001-1521-1981-154
BNBNGN,856459.68,0.74780614,sell,2024-12-08T17:45:16.660711Z,541-1501-1521-1971-1102
BNBNGN,445812.36,0.40486332,sell,2024-12-03T18:29:16.179696Z,541-1501-1521-1971-1102
BNBNGN,7385.34,0.00673361,sell,2024-12-03T18:31:48.687848Z,1001-1991-1521-1981-150
BNBNGN,5324.79,0.00487645,sell,2024-12-10T13:52:41.975519Z,1001-1991-1521-1981-150
BNBNGN,18035.18,0.0175,sell,2024-12-06T13:40:20.107213Z,511-1501-1521-1571-198
BNBNGN,1149.52,0.00108061,sell,2024-11-27T21:25:47.313881Z,511-11011-1521-1571-1102
BNBUSDT,345.2,0.45234036,sell,2024-12-04T12:45:59.144145Z,1011-1501-1521-1571-1101
BONKNGN,1496.508613,20906.5061,buy,2024-12-05T06:04:50.98011Z,561-1531-1521-1571-199
BONKNGN,5004.311638,62487.5025,buy,2024-11-30T18:46:19.719259Z,991-1481-1521-1971-156
BONKNGN,4010.087025,65928.27004,buy,2024-12-10T20:08:48.9372Z,991-1481-1521-1971-156
BONKNGN,699.702947,9001.594568,buy,2024-12-07T21:19:52.561179Z,991-1481-1521-1971-156
BONKNGN,303.038026,4225.116435,buy,2024-12-09T12:30:28.6999Z,991-1481-1521-1971-156
BONKNGN,6405.997323,85676.03748,buy,2024-12-02T11:22:26.51761Z,571-11021-1521-1981-151
BTCNGN,4954.28,0.00003274,sell,2024-12-04T12:08:08.522367Z,531-11001-1521-1571-198
BTCNGN,9896.29,0.00006371,sell,2024-12-02T11:09:55.04264Z,531-11001-1521-1571-198
BTCNGN,70188.51,0.00044483,sell,2024-11-28T16:06:43.218713Z,531-11001-1521-1571-198
BTCNGN,15000.31,0.00009328,sell,2024-11-27T21:17:00.288607Z,531-11001-1521-1571-198
BTCNGN,2971.21,0.00001938,sell,2024-12-10T13:39:00.08561Z,531-11001-1521-1571-198
BTCNGN,10004.52,0.00006258,sell,2024-11-30T19:14:10.004164Z,531-11001-1521-1571-198
BTCNGN,1219346.74,0.0076119,sell,2024-12-11T14:47:41.269292Z,971-1531-1521-1981-153
BTCNGN,989.15,0.00000625,sell,2024-11-30T18:56:46.737542Z,1001-1491-1521-1981-1100
BTCNGN,6914.48,0.00004514,sell,2024-12-08T17:17:15.517342Z,531-11001-1521-1561-149
BTCNGN,184875.29,0.00117653,sell,2024-12-02T11:36:42.31724Z,531-11001-1521-1561-149
BTCNGN,19923.82,0.00012785,sell,2024-12-03T18:39:36.16267Z,531-11001-1521-1561-149
BTCNGN,14999.4,0.0000967,sell,2024-12-05T18:29:29.750918Z,531-11001-1521-1561-149
BTCNGN,7313.45,0.00005211,sell,2024-12-06T12:48:50.724596Z,551-1501-1521-1971-155
BTCNGN,83040.49,0.00052414,sell,2024-12-11T07:50:49.043057Z,531-1511-1521-1561-197
BTCNGN,4949.81,0.000033,sell,2024-12-07T21:17:27.95208Z,981-11021-1521-1971-148
BTCNGN,1978.8,0.00001245,sell,2024-11-27T21:39:25.530616Z,981-11021-1521-1971-148
BTCNGN,4949.03,0.00003214,sell,2024-12-03T18:47:18.73821Z,981-11021-1521-1971-148
BTCNGN,7515.55,0.00005,sell,2024-12-09T11:56:41.581842Z,491-1551-1521-1981-148
BTCNGN,75284.82,0.00048178,sell,2024-12-05T18:06:20.335292Z,521-1571-1521-1561-154
BTCNGN,37183.59,0.00023458,sell,2024-12-03T03:05:30.464234Z,521-1571-1521-1561-154
BTCNGN,12002.33,0.00007512,sell,2024-11-30T18:51:55.964184Z,971-1511-1521-1561-154
BTCNGN,15002.21,0.00009625,sell,2024-12-05T17:54:37.348768Z,971-1511-1521-1561-154
BTCNGN,12999.23,0.00008241,sell,2024-11-28T16:08:12.753186Z,971-1511-1521-1561-154
BTCNGN,15029.17,0.0000969,sell,2024-12-08T17:29:13.395212Z,971-1511-1521-1561-154
BTCNGN,35016.32,0.0002241,sell,2024-12-05T18:01:13.289396Z,971-1511-1521-1561-154
BTCNGN,3959.88,0.00002548,sell,2024-12-02T11:13:14.741897Z,971-1511-1521-1561-154
BTCNGN,3958.69,0.00002559,sell,2024-12-05T18:02:43.316973Z,971-1511-1521-1561-154
BTCNGN,45018.98,0.00028039,sell,2024-12-01T16:20:15.848128Z,971-1511-1521-1561-154
BTCNGN,9897.25,0.00006447,sell,2024-12-08T17:31:59.556419Z,971-1511-1521-1561-154
BTCNGN,1980.56,0.00001275,sell,2024-12-03T18:16:08.859106Z,971-1511-1521-1561-154
BTCNGN,1978.78,0.0000125,sell,2024-11-30T19:09:51.729665Z,971-1511-1521-1561-154
BTCNGN,12017.21,0.00007608,sell,2024-11-28T16:23:03.852458Z,971-1511-1521-1561-154
BTCNGN,1979.77,0.00001309,sell,2024-12-09T12:30:34.028048Z,971-1511-1521-1561-154
BTCNGN,6958.16,0.00004601,sell,2024-12-09T12:30:26.354169Z,971-1511-1521-1561-154
BTCNGN,15001.98,0.00009311,sell,2024-11-29T12:10:24.374882Z,971-1511-1521-1561-154
BTCNGN,1979.73,0.0000125,sell,2024-11-30T19:28:08.764384Z,971-1511-1521-1561-154
BTCNGN,15997.88,0.00009962,sell,2024-12-01T16:49:41.970125Z,971-1511-1521-1561-154
BTCNGN,19000,0.00011788,sell,2024-11-29T12:22:09.556761Z,971-1511-1521-1561-154
BTCNGN,39999.83,0.00025496,sell,2024-12-02T11:10:02.22947Z,501-1511-1521-1561-1100
BTCNGN,5939.11,0.00003868,sell,2024-12-08T17:30:02.107941Z,501-1511-1521-1561-1100
BTCNGN,9899.41,0.0000636,sell,2024-12-02T11:24:39.14026Z,501-1511-1521-1561-1100
BTCNGN,7919.5,0.00004886,sell,2024-12-05T05:23:34.92809Z,501-1511-1521-1561-1100
BTCNGN,4947.4,0.00003222,sell,2024-12-05T18:30:25.24974Z,501-1511-1521-1561-1100
BTCNGN,106477.54,0.00066671,sell,2024-11-30T05:39:59.939749Z,1011-11001-1521-1981-1101
BTCNGN,33710.49,0.00021157,sell,2024-11-30T06:17:45.269598Z,1011-11001-1521-1981-1101
BTCNGN,118610.2,0.00074243,sell,2024-11-30T19:01:18.723518Z,501-1481-1521-1561-151
BTCNGN,829934.55,0.00526231,sell,2024-11-28T16:18:48.545931Z,971-1531-1521-1571-199
BTCNGN,1979.69,0.00001266,sell,2024-12-03T01:41:27.157433Z,521-11001-1521-1561-148
BTCNGN,207981.35,0.00129494,sell,2024-12-01T16:43:22.952129Z,491-1491-1521-1981-153
BTCNGN,2457.6,0.00002,sell,2025-03-11T18:41:40.224875Z,521-1501-1521-1561-198
BTCNGN,245513.65,0.00156057,sell,2024-12-03T18:01:40.979926Z,1001-1511-1521-1561-1101
BTCNGN,7921.14,0.00006445936856,sell,2025-03-11T18:41:52.357526Z,481-1551-1521-1561-151
BTCNGN,62752.61,0.0004,sell,2024-12-03T18:17:00.556257Z,491-1551-1521-1981-198
BTCNGN,63156.01,0.0004,sell,2024-11-28T16:42:56.215962Z,491-1551-1521-1981-198
BTCNGN,40032.44,0.00027164,sell,2024-12-07T07:29:41.539653Z,1021-1521-1521-1561-148
BTCNGN,59996.88,0.00042192,sell,2024-12-06T13:05:35.176846Z,1021-1521-1521-1561-148
BTCNGN,70000,0.0005783,sell,2025-03-11T14:21:35.349706Z,1021-1521-1521-1561-148
BTCNGN,100013.3,0.00062972,sell,2024-12-11T07:26:18.745147Z,531-1491-1521-1571-199
BTCNGN,8905.67,0.00005883,sell,2024-12-04T12:11:21.081469Z,561-1551-1521-1561-152
BTCNGN,47081.29,0.0003,sell,2024-12-02T11:00:47.202326Z,541-1991-1521-1561-157
BTCNGN,47402.95,0.0003,sell,2024-12-03T02:26:17.236965Z,541-1991-1521-1561-157
BTCNGN,77943.8,0.0005,sell,2024-12-05T18:12:33.257743Z,541-1991-1521-1561-157
BTCNGN,79278.04,0.0005,sell,2024-12-03T03:54:24.163734Z,541-1991-1521-1561-157
BTCNGN,81045.43,0.0005,sell,2024-12-05T06:00:17.278309Z,541-1991-1521-1561-157
BTCNGN,29982.93,0.00019105,sell,2024-12-02T11:00:28.705323Z,511-11011-1521-1971-151
BTCNGN,10998.74,0.00007002,sell,2024-12-03T18:08:26.164991Z,511-11011-1521-1971-151
BTCNGN,54495.72,0.00034914,sell,2024-12-05T18:10:46.439753Z,1021-1501-1521-1971-150
BTCNGN,62250.92,0.0003928,sell,2024-12-11T07:50:34.259126Z,1021-1501-1521-1971-150
BTCNGN,10024.29,0.00006252,sell,2024-11-29T11:32:03.455642Z,1001-1991-1521-1971-154
BTCNGN,49999.85,0.0003229,sell,2024-12-10T13:20:30.875284Z,1001-1991-1521-1971-154
BTCNGN,9893.57,0.00006263,sell,2024-11-30T18:46:09.409441Z,1001-1991-1521-1971-154
BTCNGN,29952.51,0.00019381,sell,2024-12-10T13:25:36.25189Z,1001-1991-1521-1971-154
BTCNGN,44995.49,0.00028079,sell,2024-12-01T16:06:52.133541Z,1001-1991-1521-1971-154
BTCNGN,49995.63,0.00031286,sell,2024-11-30T19:01:57.373668Z,1001-1991-1521-1971-154
BTCNGN,35173.16,0.00022535,sell,2024-12-05T18:07:57.296612Z,1001-1991-1521-1971-154
BTCNGN,4947.83,0.00003276,sell,2024-12-04T12:23:17.871447Z,1001-1991-1521-1971-154
BTCNGN,5932.32,0.00003844,sell,2024-12-05T18:14:25.583755Z,1001-1991-1521-1971-154
BTCNGN,20019.43,0.00012553,sell,2024-11-30T06:19:07.507218Z,1001-1991-1521-1971-154
BTCNGN,4949.01,0.00003219,sell,2024-12-05T18:32:36.88401Z,1001-1991-1521-1971-154
BTCNGN,15003.8,0.00009389,sell,2024-11-30T19:02:07.953535Z,1001-11001-1521-1561-154
BTCNGN,10005.62,0.00006231,sell,2024-12-01T16:43:01.131122Z,1001-11001-1521-1561-154
BTCNGN,2474.69,0.00001575,sell,2024-12-03T04:30:29.849758Z,1001-11001-1521-1561-154
BTCNGN,32341.65,0.00021964,sell,2024-12-07T07:28:35.415618Z,491-1521-1521-1971-148
BTCNGN,105516.25,0.00065819,sell,2024-12-01T16:07:22.531276Z,551-1511-1521-1981-151
BTCNGN,89987.7,0.00055806,sell,2024-11-27T20:39:35.049214Z,571-11021-1521-1971-154
BTCNGN,50005.4,0.00030575,sell,2024-12-05T04:58:53.202559Z,571-11021-1521-1971-154
BTCNGN,50000.81,0.00031712,sell,2024-11-28T16:29:57.979827Z,571-11021-1521-1971-154
BTCNGN,113226.74,0.00069178,sell,2024-12-05T05:07:04.743409Z,501-1981-1521-1561-152
BTCNGN,779998.98,0.00477075,sell,2024-12-05T05:32:20.32156Z,501-1981-1521-1561-152
BTCNGN,2999050.75,0.01836315,sell,2024-12-05T05:37:04.229986Z,501-1981-1521-1561-152
BTCNGN,74355.5,0.00050443,sell,2024-12-07T07:58:27.709427Z,551-1541-1521-1981-199
BTCNGN,2141338.75,0.0121654,sell,2025-07-18T15:31:06.984849Z,551-1541-1521-1981-199
BTCNGN,1371900.13,0.00871737,sell,2024-12-02T11:22:30.782879Z,571-1991-1521-1571-198
BTCNGN,2970.02,0.00001888,sell,2024-12-11T07:28:18.838443Z,551-1531-1521-1571-1102
BTCNGN,79031.5,0.0005,sell,2024-12-03T02:24:22.371986Z,551-1981-1521-1981-153
BTCNGN,4998.54,0.00002913,buy,2024-11-30T19:00:00.703967Z,501-1971-1521-1561-157
BTCNGN,51997.36,0.00033639,sell,2024-12-10T13:28:02.192559Z,541-1511-1521-1981-155
BTCNGN,4753.76,0.00003158,sell,2024-12-04T12:44:55.915646Z,561-11011-1521-1561-197
BTCNGN,46495.01,0.00029247,sell,2024-12-11T07:31:51.765682Z,491-1541-1521-1571-1100
BTCNGN,317559.77,0.00209316,sell,2024-12-07T21:06:55.915179Z,491-1541-1521-1571-1100
BTCNGN,14993.58,0.00009343,sell,2024-11-27T21:26:02.55058Z,521-1571-1521-1971-1100
BTCNGN,77722.93,0.00050093,sell,2024-12-08T18:04:10.015115Z,1001-1971-1521-1981-1102
BTCNGN,5000,0.00002878,sell,2025-07-18T16:31:10.032537Z,491-1981-1521-1561-1101
BTCNGN,14999.44,0.00009353,sell,2024-11-29T11:40:47.376454Z,491-1981-1521-1561-1101
BTCNGN,14988.2,0.00009867,sell,2024-12-09T12:17:00.117783Z,491-1981-1521-1561-1101
BTCNGN,19995.34,0.00012418,sell,2024-11-29T11:55:47.042721Z,491-1981-1521-1561-1101
BTCNGN,26010.87,0.00016536,sell,2024-12-02T11:29:28.850452Z,491-1981-1521-1561-1101
BTCNGN,40003.59,0.00025369,sell,2024-11-28T16:30:22.311005Z,491-1981-1521-1561-1101
BTCNGN,24998.92,0.00015582,sell,2024-12-01T16:38:58.831055Z,491-1981-1521-1561-1101
BTCNGN,30007.53,0.00018623,sell,2024-11-29T12:11:35.948912Z,491-1981-1521-1561-1101
BTCNGN,19990.28,0.00012874,sell,2024-12-10T13:50:53.079909Z,491-1981-1521-1561-1101
BTCNGN,366130.11,0.00223938,sell,2024-12-05T04:54:15.269605Z,511-1511-1521-1981-150
BTCNGN,251332.48,0.00156578,sell,2024-11-27T21:43:55.228167Z,521-11001-1521-1561-198
BTCNGN,529123.57,0.00339346,sell,2024-12-05T17:46:15.425601Z,551-1971-1521-1561-148
BTCNGN,82618.38,0.00052315,sell,2024-12-03T01:39:29.736679Z,971-1521-1521-1561-157
BTCNGN,18892.81,0.00012378,sell,2024-12-04T12:22:14.189659Z,981-1481-1521-1971-1100
BTCNGN,19815.05,0.0001249,sell,2024-12-03T04:17:47.299288Z,981-1481-1521-1971-1100
BTCNGN,5800,0.0000484,sell,2025-03-11T14:21:32.483417Z,541-1531-1521-1981-152
BTCNGN,20999.56,0.0001285,sell,2024-12-05T05:16:22.486225Z,541-1531-1521-1981-152
BTCNGN,17784.1,0.00012069,sell,2024-12-07T07:36:19.846133Z,1011-1521-1521-1571-153
BTCNGN,26453.32,0.00016812,sell,2024-12-03T18:01:05.741095Z,971-1491-1521-1971-1102
BTCNGN,19996.3,0.00012751,sell,2024-12-02T11:10:55.954672Z,561-1511-1521-1561-1100
BTCNGN,29984.68,0.00019226,sell,2024-12-05T17:51:00.458706Z,971-11011-1521-1561-148
BTCNGN,29982.41,0.00019188,sell,2024-12-03T18:28:19.59692Z,971-11011-1521-1561-148
BTCNGN,39964.81,0.00025223,sell,2024-12-11T07:50:20.569203Z,971-11011-1521-1561-148
BTCNGN,829147.69,0.00522227,sell,2024-12-03T02:42:20.955159Z,1021-1991-1521-1571-156
BTCNGN,99990.22,0.00063548,sell,2024-11-28T16:00:10.453253Z,491-1511-1521-1561-1100
BTCNGN,49999.81,0.000313,sell,2024-11-30T18:51:50.091528Z,491-1521-1521-1971-197
BTCNGN,119998.46,0.00074574,sell,2024-11-29T11:50:41.8636Z,491-1521-1521-1971-197
BTCNGN,105542.97,0.00069951,sell,2024-12-07T21:45:18.022229Z,1021-1501-1521-1981-157
BTCNGN,5940.33,0.00004998479036,sell,2025-03-11T14:28:45.427896Z,1011-1531-1521-1571-151
BTCNGN,10001.24,0.00006213,sell,2024-11-27T21:12:37.600809Z,1011-11011-1521-1561-156
BTCNGN,154172.98,0.00098827,sell,2024-12-05T17:56:59.188902Z,1011-1501-1521-1571-199
BTCNGN,3184053.25,0.01986151,sell,2024-12-01T16:07:30.56715Z,991-1511-1521-1971-1102
BTCNGN,28287.2,0.00017634,sell,2024-12-01T16:31:12.889977Z,1021-11011-1521-1981-155
BTCNGN,120514.26,0.000763,sell,2024-11-28T16:15:20.7052Z,481-1971-1521-1561-199
BTCNGN,148577.21,0.00101,sell,2024-12-07T07:45:10.720164Z,571-1501-1521-1981-199
BTCNGN,49758.54,0.00030929,sell,2024-11-29T12:03:41.338133Z,541-1541-1521-1981-197
BTCNGN,144811.28,0.00101878,sell,2024-12-06T13:43:47.750829Z,541-1541-1521-1981-197
BTCNGN,876933.66,0.0054702,sell,2024-12-01T16:17:02.081428Z,551-11021-1521-1561-1102
BTCNGN,20687.41,0.00012898,sell,2024-12-01T16:29:14.601616Z,551-1481-1521-1981-1100
BTCNGN,81000.1,0.00057046,sell,2024-12-06T13:43:21.344143Z,521-1571-1521-1561-154
BTCNGN,114865.78,0.00074244,sell,2024-12-10T13:18:57.175842Z,501-11011-1521-1981-197
BTCNGN,409538.37,0.00264,sell,2024-12-08T17:48:40.814881Z,501-11011-1521-1981-197
BTCNGN,220792.1,0.00146,sell,2024-12-07T21:30:14.500423Z,501-11011-1521-1981-197
BTCNGN,65021.33,0.00041382,sell,2024-12-03T18:10:37.981803Z,481-1531-1521-1971-1100
BTCNGN,34010.12,0.00021302,sell,2024-11-30T05:36:02.644247Z,541-1991-1521-1571-1102
BTCNGN,49997.48,0.00031158,sell,2024-12-01T16:34:40.480485Z,541-1991-1521-1571-1102
BTCNGN,151591.91,0.00099903,sell,2024-12-09T11:59:46.335773Z,981-1531-1521-1571-154
BTCNGN,581618.06,0.00355489,sell,2024-12-05T05:19:12.415267Z,981-1531-1521-1571-154
BTCNGN,55922.17,0.00035554,sell,2024-11-28T15:52:11.620085Z,571-1971-1521-1971-157
BTCNGN,33538.18,0.00022,sell,2024-12-04T12:19:50.858519Z,571-1971-1521-1971-157
BTCNGN,134648.84,0.00083835,sell,2024-12-01T16:45:09.020925Z,571-1531-1521-1971-199
BTCNGN,172474.9,0.00107185,sell,2024-11-29T12:24:09.539725Z,571-1531-1521-1971-199
BTCNGN,237771.97,0.00147498,sell,2024-11-29T12:13:58.155585Z,501-11021-1521-1971-155
BTCNGN,299998.59,0.0018926,sell,2024-12-03T03:05:38.236181Z,501-1521-1521-1971-1102
BTCNGN,19445.38,0.0001592,sell,2025-03-11T17:42:45.217909Z,511-1531-1521-1971-198
BTCNGN,19997.7,0.00012461,sell,2024-12-01T16:19:11.077388Z,1021-1551-1521-1981-1102
BTCNGN,956700.43,0.00615081,sell,2024-12-03T18:46:25.341409Z,481-1551-1521-1981-157
BTCNGN,1545993.98,0.00999855,sell,2024-12-08T17:12:13.000458Z,551-1991-1521-1561-1101
BTCNGN,4947.46,0.00003399,sell,2024-12-07T07:51:59.862991Z,501-1501-1521-1561-156
BTCNGN,19955.45,0.00013132,sell,2024-12-09T11:57:32.739615Z,481-1531-1521-1971-1100
BTCNGN,10000.36,0.00006599,sell,2024-12-07T20:47:30.433918Z,481-1531-1521-1971-1100
BTCNGN,60077.64,0.00038834,sell,2024-12-10T13:30:51.819716Z,481-1531-1521-1971-1100
BTCNGN,20165.08,0.00012513,sell,2024-11-29T12:15:29.410733Z,481-1531-1521-1971-1100
BTCNGN,43445.54,0.00030614,sell,2024-12-06T13:42:54.014044Z,481-1531-1521-1971-1100
BTCNGN,9895.33,0.00006339,sell,2024-11-28T16:40:51.344748Z,481-1531-1521-1971-1100
BTCNGN,3500.91,0.00002332,sell,2024-12-07T20:35:03.761544Z,551-1981-1521-1571-1102
BTCNGN,70192.81,0.00045269,sell,2024-12-08T17:33:07.051811Z,1001-1971-1521-1561-148
BTCNGN,10499.12,0.00006894,sell,2024-12-09T23:29:50.029321Z,1001-1971-1521-1561-148
